sku_color;sku;old_sku;description;qty_per_box;weight;length;lbs1400;crate_size
HU660 GLBK;HU660;;HU RH KICKPLATE 108in GLBK;;;;;
HU666 SS;HU666 SS;;HU EC GLASS CAP HANDRAIL 6ft SS;;;;;
HU667 SS;HU667 SS;;HU GLASS CAP HANDRAIL 8ft SS;;;;;
HU668 SS;HU668 SS;;HU GLASS CAP HANDRAIL 12ft SS;;5.1;145;0;PETITE
HU669 SS;HU669 SS;;HU GLASS CAP HANDRAIL SEAM COVER SS;;0.1;4;0;PETITE
HU671 BK;;;"HU 4"" BUMPER CORNER, WIDE, BLACK";;;;;
HU672 SS;;;HU GLASS CORNER, STAINLESS STEEL;;;;;
HU673 SS;;;HU GLASS CORNER CAP, STAINLESS STEEL;;;;;
HU772 GLBK;HU772;;"HU 46 1/8"" FRONT RACK SUPPORT GLBK";;;;;
HU821 GLBK;HU821;;HU AIR DEFLECTOR RETAINER 48in GLBK;;;;;
HU835 GLBK;HU835;;HU 3' AIR DEFLECTOR RETAINER GLBK;;;;;
HU843 TXPT;HU843;;"HU 83 5/16"" EC COLORBAND TXPT";;;;;
HU844 SS;HU844 SS;;"HU 38 3/8"" GLASS CAP SS";;;;;
HU846 TXPT;HU846;;"HU 83 5/16"" EC FRONT PANEL TXPT";;;;;
HU888 GLBK;HU888;;HU BOTTOM PAN 23.8125W x 33.75D GLBK;;;;;
HU893 GLBK;HU893;;"HU 22 7/8"" RACK SUPPORT GLBK";;;;;
HU899 GLBK;HU899;;HU TOP DUCT 48in GLBK;;;;;
HU900 GLBK;HU900;;"HU 47 3/4"" HONEYCOMB RETAINER GLBK";;;;;
HU901 GLBK;HU901;;"HU 45"" UPPER BACK PANEL GLBK";;;;;
HU902 GLBK;HU902;;"HU 45"" LOWER BACK PANEL GLBK";;;;;
HU903 GLBK;HU903;;"HU 46 1/8"" BACK PANEL GLBK";;;;;
HU904 GLBK;HU904;;HU BOTTOM PAN 24W X 32D GLBK;;;;;
HU905 GLBK;HU905;;"HU 26 1/8"" END CAP FRONT RACK SUPPORT GLBK";;;;;
HU906 GLBK;HU906;;"HU 12"" END CAP SIDE FRONT RACK SUPPORT GLBK";;;;;
HU907 GLBK;HU907;;HU EC AIR RETURN GRILL 24in GLBK;;;;;
HU908 GLBK;HU908;;HU EC SIDE AIR RETURN GRILL 12in GLBK;;;;;
HU915 GLBK;HU915;;"HU 47 7/8"" AIR RETURN GRILL GLBK";;;;;
HU919 TXPT;HU919;;HU VENTED COLORBAND 72in TXPT;;;;;
HU925 GLBK;HU925;;"HU 33"" BACK PANEL GLBK";;;;;
HU926 GLBK;HU926;;"HU 36"" FRONT RACK SUPPORT GLBK";;;;;
HU927 GLBK;HU927;;"HU 35 7/8"" REAR RACK SUPPORT GLBK";;;;;
HU928 GLBK;HU928;;"HU 35 7/8"" HONEYCOMB RETAINER GLBK";;;;;
HU931 SS;HU931 SS;;HU GLASS CAP 72in SS;;;;;
HU937 GLBK;HU937;;HU BOTTOM PAN LH GLBK;;;;;
HU938 GLBK;HU938;;HU BOTTOM PAN RH GLBK;;;;;
HU980 TXPT;HU980;;HU GLASS CORNER TXPT;;;;;
HU981 BK;;;HU 2' PLASTIC LOUVER AIR GRATE, HONEYCOMB, STRAIGHT, BLACK;;;;;
HUL-SHF003 GLBK;HUL-SHF003;;SHELF LIT MD SOLID 12D X 36W STANDARD GLBK;;;;;
HUL-SHF005 GLBK;HUL-SHF005;;SHELF LIT MD SOLID 12D X 48W STANDARD GLBK;;;;;
HUL-SHF006 GLBK;HUL-SHF006;;SHELF LIT MD SOLID 14D X 36W STANDARD GLBK;;;;;
HUL-SHF007 GLBK;HUL-SHF007;;SHELF LIT MD SOLID 14D X 48W STANDARD GLBK;;;;;
HUL-SHF010 GLBK;HUL-SHF010;;SHELF LIT MD SOLID 16D X 36W STANDARD GLBK;;;;;
HUL-SHF012 GLBK;HUL-SHF012;;SHELF LIT MD SOLID 16D X 48W STANDARD GLBK;;;;;
HUL-SHF014 GLBK;HUL-SHF014;;SHELF LIT MD SOLID 18D X 36W STANDARD GLBK;;;;;
HUL-SHF015 GLBK;HUL-SHF015;;SHELF LIT MD SOLID 18D X 48W STANDARD GLBK;;;;;
HUL-SHF020 GLBK;HUL-SHF020;;SHELF LIT MD SOLID 20D X 48W STANDARD GLBK;;;;;
HUU-SHF001 GLBK;HUU-SHF001;;SHELF UNLIT MD SOLID 10D X 48W STANDARD GLBK;;;;;
HUU-SHF005 GLBK;HUU-SHF005;;SHELF UNLIT MD SOLID 12D X 48W STANDARD GLBK;;;;;
HUU-SHF006 GLBK;HUU-SHF006;;SHELF UNLIT MD SOLID 14D X 36W STANDARD GLBK;;;;;
HUU-SHF007 GLBK;HUU-SHF007;;SHELF UNLIT MD SOLID 14D X 48W STANDARD GLBK;;;;;
HUU-SHF010 GLBK;HUU-SHF010;;SHELF UNLIT MD SOLID 16D X 36W STANDARD GLBK;;;;;
HUU-SHF012 GLBK;HUU-SHF012;;SHELF UNLIT MD SOLID 16D X 48W STANDARD GLBK;;;;;
HUU-SHF014 GLBK;HUU-SHF014;;SHELF UNLIT MD SOLID 18D X 36W STANDARD GLBK;;;;;
HUU-SHF015 GLBK;HUU-SHF015;;SHELF UNLIT MD SOLID 18D X 48W STANDARD GLBK;;;;;
HUU-SHF018 GLBK;HUU-SHF018;;SHELF UNLIT MD SOLID 20D X 36W STANDARD GLBK;;;;;
HUU-SHF020 GLBK;HUU-SHF020;;SHELF UNLIT MD SOLID 20D X 48W STANDARD GLBK;;;;;
HUU-SHF026 GLBK;HUU-SHF026;;SHELF UNLIT MD SOLID 22D X 48W STANDARD GLBK;;;;;
HUU-SHF029 GLBK;HUU-SHF029;;SHELF UNLIT MD SOLID 24D X 48W STANDARD GLBK;;;;;
HUU-SHF035 GLBK;HUU-SHF035;;SHELF UNLIT GD SOLID 22D X 30.25W STANDARD GLBK;;;;;
HUU-SHF035 GLWH;HUU-SHF035;;SHELF UNLIT GD SOLID 22D X 30.25W STANDARD GLWH;;;;;
HUU-SHF036 GLBK;HUU-SHF036;;SHELF UNLIT GD SOLID 24D X 30.25W STANDARD GLBK;;;;;
ISORPP12;;;ISO R PLUS PREM. 48X97 1/4-1/2 R2.3;;;;;
KL PFW7443VNMOBILE E;KL PFW7443VNMOBILE E;;KILLION PFW7443VNMOBILE EXTERIOR KIT;;;;;
KLN-SHF001;KLN-SHF001;;SHELF FRAME 12D X 36W;;;;;
KLN-SHF002;KLN-SHF002;;SHELF FRAME 10D X 36W;;;;;
KLN-SHF005;KLN-SHF005;;SHELF FRAME 8D X 36W;;;;;
KLNU-SHF001 GLBK;KLNU-SHF001;;SHELF UNLIT MD SOLID 12D X 36W STANDARD GLBK;;;;;
KLNU-SHF002 GLBK;KLNU-SHF002;;SHELF UNLIT MD SOLID 10D X 36W STANDARD GLBK;;;;;
KLNU-SHF005 GLBK;KLNU-SHF005;;SHELF UNLIT MD SOLID 8D X 36W STANDARD GLBK;;;;;
KLNU-SHF008 GLBK;KLNU-SHF008;;SHELF UNLIT MD SOLID 14D X 36W STANDARD GLBK;;;;;
KW B31 12' EXT;KW B31 12' EXT;;KYSOR WARREN B31 2500 12' EXTERIOR KIT;;;;;
KW B31 12' INT;KW B31 12' INT;;KYSOR WARREN B31 12' INTERIOR KIT;;;;;
KW B31 8' EXT;KW B31 8' EXT;;KYSOR WARREN B31 2500 8' EXTERIOR KIT;;;;;
KW B31 8' INT;KW B31 8' INT;;KYSOR WARREN B31 8' INTERIOR KIT;;;;;
KW BX3LNRUN 12' EXT;KW BX3LNRUN 12' EXT;;KYSOR WARREN BX3LNRUN 12' EXTERIOR KIT;;;;;
KW BX3LNRUN 8' EXT;KW BX3LNRUN 8' EXT;;KYSOR WARREN BX3LNRUN 8' EXTERIOR KIT;;;;;
KW D6L1UN 12' EXT 1;KW D6L1UN 12' EXT 1;;KYSOR WARREN D6L1UN 2500 12' EXTERIOR KIT 1;;;;;
KW D6L1UN 12' INT;KW D6L1UN 12' INT;;KYSOR WARREN D6L1UN 12' INTERIOR KIT;;;;;
KW DR6XNRUN 12' EXT;KW DR6XNRUN 12' EXT;;KYSOR WARREN DR6XNRUN 12' EXTERIOR KIT;;;;;
KW DR6XNRUN 8' EXT;KW DR6XNRUN 8' EXT;;KYSOR WARREN DR6XNRUN 8' EXTERIOR KIT;;;;;
KW DX6LDRUN 12' EXT;KW DX6LDRUN 12' EXT;;KYSOR WARREN DX6LDRUN 12' EXTERIOR KIT;;;;;
KW DX6LDRUN 8' EXT;KW DX6LDRUN 8' EXT;;KYSOR WARREN DX6LDRUN 8' EXTERIOR KIT;;;;;
KW DX6LNRUN 12' EXT1;KW DX6LNRUN 12' EXT1;;KYSOR WARREN DX6LNRUN 12' EXTERIOR KIT 1;;;;;
KW DX6LNRUN 12' INT;KW DX6LNRUN 12' INT;;KYSOR WARREN DX6LNRUN 12' INTERIOR KIT;;;;;
KW DX6LNRUN 8' EXT 1;KW DX6LNRUN 8' EXT 1;;KYSOR WARREN DX6LNRUN 8' EXTERIOR KIT 1;;;;;
KW DX6LNRUN 8' INT;KW DX6LNRUN 8' INT;;KYSOR WARREN DX6LNRUN 8' INTERIOR KIT;;;;;
KW DX6XNRUN 12' EXT1;KW DX6XNRUN 12' EXT1;;KYSOR WARREN DX6XNRUN 12' EXTERIOR KIT 1;;;;;
KW DX6XNRUN 12' INT;KW DX6XNRUN 12' INT;;KYSOR WARREN DX6XNRUN 12' INTERIOR KIT;;;;;
KW DX6XNRUN 6' EXT 1;KW DX6XNRUN 6' EXT 1;;KYSOR WARREN DX6XNRUN 6' EXTERIOR KIT 1;;;;;
KW DX6XNRUN 8' EXT 1;KW DX6XNRUN 8' EXT 1;;KYSOR WARREN DX6XNRUN 8' EXTERIOR KIT 1;;;;;
KW DX6XNRUN 8' INT;KW DX6XNRUN 8' INT;;KYSOR WARREN DX6XNRUN 8' INTERIOR KIT;;;;;
KW HQD61UN 8' EXT 1;KW HQD61UN 8' EXT 1;;KYSOR WARREN HQD61UN 2500 8' EXTERIOR KIT 1;;;;;
KW HQD6L1UN 12' EXT1;KW HQD6L1UN 12' EXT1;;KYSOR WARREN HQD6L1UN 2500 12' EXTERIOR KIT 1;;;;;
KW HQD6L1UN 12' INT;KW HQD6L1UN 12' INT;;KYSOR WARREN HQD6L1UN 12' INTERIOR KIT;;;;;
KW HQD6L1UN 8' EXT 1;KW HQD6L1UN 8' EXT 1;;KYSOR WARREN HQD6L1UN 2500 8' EXTERIOR KIT;;;;;
KW HQD6L1UN 8' INT;KW HQD6L1UN 8' INT;;KYSOR WARREN HQD6L1UN 8' INTERIOR KIT;;;;;
KW MX5XGNRUN 12' EXT;KW MX5XGNRUN 12' EXT;;KYSOR WARREN MX5XGNRUN 12ft EXTERIOR KIT;;;;;
KW MX5XGNRUN 6ft EXT;KW MX5XGNRUN 6ft EXT;;KYSOR WARREN MX5XGNRUN 6ft EXTERIOR KIT;;;;;
KW MX5XGNRUN 8ft EXT;KW MX5XGNRUN 8ft EXT;;KYSOR WARREN MX5XGNRUN 8ft EXTERIOR KIT;;;;;
KW QD6L1UN 12' EXT 1;KW QD6L1UN 12' EXT 1;;KYSOR WARREN QD6L1UN 2500 12' EXTERIOR KIT 1;;;;;
KW QD6L1UN 12ft INT;KW QD6L1UN 12ft INT;;KYSOR WARREN QD6L1UN 12ft INTERIOR KIT;;;;;
KW QD6L1UN 8' EXT 1;KW QD6L1UN 8' EXT 1;;KYSOR WARREN QD6L1UN 2500 8' EXTERIOR KIT 1;;;;;
KW QD6L1UN 8ft INT;KW QD6L1UN 8ft INT;;KYSOR WARREN QD6L1UN 8ft INTERIOR KIT;;;;;
KW QDV5V14AUN 3DR EX;KW QDV5V14AUN 3DR EX;;KYSOR WARREN QDV5V14AUN 2500 3DR EXTERIOR KIT 1;;;;;
KW QDV5V14AUN 5DR EX;KW QDV5V14AUN 5DR EX;;KYSOR WARREN QDV5V14AUN 2500 5DR EXTERIOR KIT 1;;;;;
KW QDV5V14UN 3DR EXT;KW QDV5V14UN 3DR EXT;;KYSOR WARREN QDV5V14UN 2500 3DR EXTERIOR KIT;;;;;
KW QDV5V14UN 4DR EXT;KW QDV5V14UN 4DR EXT;;KYSOR WARREN QDV5V14UN 2500 4DR EXTERIOR KIT;;;;;
KW QDV5V14UN 5DR EXT;KW QDV5V14UN 5DR EXT;;KYSOR WARREN QDV5V14UN 2500 5DR EXTERIOR KIT;;;;;
KW QIV5V14AUN 3DR EX;KW QIV5V14AUN 3DR EX;;KYSOR WARREN QIV5V14AUN 2500 3DR EXTERIOR KIT 1;;;;;
KW QIV5V14AUN 5DR EX;KW QIV5V14AUN 5DR EX;;KYSOR WARREN QIV5V14AUN 2500 5DR EXTERIOR KIT 1;;;;;
KW QIV5V14UN 3DR EX1;KW QIV5V14UN 3DR EX1;;KYSOR WARREN QIV5V14UN 2500 3DR EXTERIOR KIT 1;;;;;
KW QIV5V14UN 5DR EX1;KW QIV5V14UN 5DR EX1;;KYSOR WARREN QIV5V14UN 2500 5DR EXTERIOR KIT 1;;;;;
KW QLV5V14UN 2DR EX1;KW QLV5V14UN 2DR EX1;;KYSOR WARREN QLV5V14UN 2500 2DR EXTERIOR KIT 1;;;;;
KW QLV5V14UN 3DR EX1;KW QLV5V14UN 3DR EX1;;KYSOR WARREN QLV5V14UN 2500 3DR EXTERIOR KIT 1;;;;;
KW QLV5V14UN 4DR EX1;KW QLV5V14UN 4DR EX1;;KYSOR WARREN QLV5V14UN 2500 4DR EXTERIOR KIT 1;;;;;
KW QLV5V14UN 5DR EX1;KW QLV5V14UN 5DR EX1;;KYSOR WARREN QLV5V14UN 2500 5DR EXTERIOR KIT 1;;;;;
KW RN6SL/RN6TL 2DR E;KW RN6SL/RN6TL 2DR E;;KYSOR WARREN RN6SLRUN/RN6TLRUN 2DR EXTERIOR KIT;;;;;
KW RN6SL/RN6TL 3DR E;KW RN6SL/RN6TL 3DR E;;KYSOR WARREN RN6SLRUN/RN6TLRUN 3DR EXTERIOR KIT;;;;;
KW RN6SL/RN6TL 4DR E;KW RN6SL/RN6TL 4DR E;;KYSOR WARREN RN6SLRUN/RN6TLRUN 4DR EXTERIOR KIT;;;;;
KW RN6SL/RN6TL 5DR E;KW RN6SL/RN6TL 5DR E;;KYSOR WARREN RN6SLRUN/RN6TLRUN 5DR EXTERIOR KIT;;;;;
KW-BF001-12 GLBK;KW-BF001-12;;KW TOP DUCT 25.5D 12ft GLBK;;;;;
KW-BF001-8 GLBK;KW-BF001-8;;KW TOP DUCT 25.5D 8ft GLBK;;;;;
KW-BF007-12 GLBK;KW-BF007-12;;KW TOP DUCT 24.5D 12ft GLBK;;;;;
KW-BF007-8 GLBK;KW-BF007-8;;KW TOP DUCT 24.5D 8ft GLBK;;;;;
KW-BF008-4 GLBK;KW-BF008-4;;KW BACK PANEL 44.5D 4ft GLBK;;;;;
KW-BF009-12 GLBK;KW-BF009-12;;KW LOWER REAR BAFFLE 6.875H 12ft GLBK;;;;;
KW-BF009-8 GLBK;KW-BF009-8;;KW LOWER REAR BAFFLE 6.875H 8ft GLBK;;;;;
KW-BF012-4 GLBK;KW-BF012-4;;KW BACK PANEL 4ft GLBK;;;;;
KW-BF015-4 GLBK;KW-BF015-4;;KW AIR RETURN GRILL 2H 4ft GLBK;;;;;
KW-BF015-6 GLBK;KW-BF015-6;;KW AIR RETURN GRILL 2H 6ft GLBK;;;;;
KW-CN001-12 TXPT;KW-CN001-12;;KW CANOPY NEW STYLE 12ft TXPT;;;;;
KW-CN001-8 TXPT;KW-CN001-8;;KW CANOPY NEW STYLE 8ft TXPT;;;;;
KW-CN001-SC TXPT;KW-CN001-SC;;KW CANOPY NEW STYLE SEAM COVER TXPT;;;;;
KW-CN002-12 TXPT;KW-CN002-12;;KW CANOPY OLD STYLE 12ft TXPT;;;;;
KW-CN002-SC TXPT;KW-CN002-SC;;KW CANOPY OLD STYLE SEAM COVER TXPT;;;;;
KW-CN003-12 TXPT;KW-CN003-12;;KW CANOPY L-SHAPED 2H LONG TOP 12ft TXPT;;;;;
KW-CN003-8 TXPT;KW-CN003-8;;KW CANOPY L-SHAPED 2H LONG TOP 8ft TXPT;;;;;
KW-CN003-SC TXPT;KW-CN003-SC;;KW CANOPY 2H L-SHAPED LONG TOP SEAM COVER TXPT;;;;;
KW-CN006-2DR TXPT;KW-CN006-2DR;;KW CANOPY L-SHAPED 2H 2DR TXPT;;;;;
KW-CN006-3DR TXPT;KW-CN006-3DR;;KW CANOPY L-SHAPED 2H 3DR TXPT;;;;;
KW-CN006-4DR TXPT;KW-CN006-4DR;;KW CANOPY L-SHAPED 2H 4DR TXPT;;;;;
KW-CN006-5DR TXPT;KW-CN006-5DR;;KW CANOPY L-SHAPED 2H 5DR TXPT;;;;;
KW-CN006-SC TXPT;KW-CN006-SC;;KW CANOPY L-SHAPED 2H SEAM COVER TXPT;;;;;
KW-CN007-12 TXPT;KW-CN007-12;;KW CANOPY 3.25H 12ft TXPT;;;;;
KW-CN007-8 TXPT;KW-CN007-8;;KW CANOPY 3.25H 8ft TXPT;;;;;
KW-CN007-SC SS;KW-CN007-SC SS;;KW CANOPY 3.25H SEAM COVER SS;;;;;
KW-CN007-SC TXPT;KW-CN007-SC;;KW CANOPY 3.25H SEAM COVER TXPT;;;;;
KW-CN008-12 TXPT;KW-CN008-12;;KW CANOPY 5.25H 12ft TXPT;;;;;
KW-CN008-8 TXPT;KW-CN008-8;;KW CANOPY 5.25H 8ft TXPT;;;;;
KW-CN008-SC TXPT;KW-CN008-SC;;KW CANOPY 5.25H SEAM COVER TXPT;;;;;
KW-CN013-2DR TXPT;KW-CN013-2DR;;KW CANOPY L-SHAPE 1.5H 2DR TXPT;;;;;
KW-CN013-3DR TXPT;KW-CN013-3DR;;KW CANOPY L-SHAPE 1.5H 3DR TXPT;;;;;
KW-CN013-4DR TXPT;KW-CN013-4DR;;KW CANOPY L-SHAPE 1.5H 4DR TXPT;;;;;
KW-CN013-5DR TXPT;KW-CN013-5DR;;KW CANOPY L-SHAPE 1.5H 5DR TXPT;;;;;
KW-CN013-SC TXPT;KW-CN013-SC;;KW CANOPY L-SHAPE 1.5H SEAM COVER TXPT;;;;;
KW-FP001-12 TXPT;KW-FP001-12;;KW FRONT PANEL 2500 9H 12ft TXPT;;;;;
KW-FP001-8 TXPT;KW-FP001-8;;KW FRONT PANEL 2500 9H 8ft TXPT;;;;;
KW-FP001-SC TXPT;KW-FP001-SC;;KW FRONT PANEL 2500 9H SEAM COVER TXPT;;;;;
KW-FP003-4 TXPT;KW-FP003-4;;KW LOWER FRONT PANEL 2.875H 4ft TXPT;;;;;
KW-FP003-6 TXPT;KW-FP003-6;;KW LOWER FRONT PANEL 2.875H 6ft TXPT;;;;;
KW-FP003-SC TXPT;KW-FP003-SC;;KW LOWER FRONT PANEL 2.875H SEAM COVER TXPT;;;;;
KW-FP012-12 TXPT;KW-FP012-12;;KW FRONT PANEL L-SHAPE 8.5H 12ft TXPT;;;;;
KW-FP012-8 TXPT;KW-FP012-8;;KW FRONT PANEL L-SHAPE 8.5H 8ft TXPT;;;;;
KW-FP012-SC TXPT;KW-FP012-SC;;KW FRONT PANEL L-SHAPE 8.5H SEAM COVER TXPT;;;;;
KW-FP019-12 TXPT;KW-FP019-12;;KW FRONT PANEL 2500 7.75H 12ft TXPT;;;;;
KW-FP019-8 TXPT;KW-FP019-8;;KW FRONT PANEL 2500 7.75H 8ft TXPT;;;;;
KW-FP019-SC TXPT;KW-FP019-SC;;KW FRONT PANEL 2500 7.75H SEAM COVER TXPT;;;;;
KW-FP020-8 TXPT;KW-FP020-8;;KW FRONT PANEL 2500 13.25H 8ft TXPT;;;;;
KW-FP020-SC TXPT;KW-FP020-SC;;KW FRONT PANEL 2500 13.25H SEAM COVER TXPT;;;;;
KW-FP024-2DR TXPT;KW-FP024-2DR;;KW FRONT PANEL 2500 6.375H 2DR TXPT;;;;;
KW-FP024-3DR TXPT;KW-FP024-3DR;;KW FRONT PANEL 2500 6.375H 3DR TXPT;;;;;
KW-FP024-4DR TXPT;KW-FP024-4DR;;KW FRONT PANEL 2500 6.375H 4DR TXPT;;;;;
KW-FP024-5DR TXPT;KW-FP024-5DR;;KW FRONT PANEL 2500 6.375H 5DR TXPT;;;;;
KW-FP024-SC TXPT;KW-FP024-SC;;KW FRONT PANEL 2500 6.375H SEAM COVER TXPT;;;;;
KW-FP025-12 TXPT;KW-FP025-12;;KW FRONT PANEL 7H 12ft TXPT;;;;;
KW-FP025-8 TXPT;KW-FP025-8;;KW FRONT PANEL 7H 8ft TXPT;;;;;
KW-FP025-SC TXPT;KW-FP025-SC;;KW FRONT PANEL 7H SEAM COVER TXPT;;;;;
KW-KP001-12 TXPT;KW-KP001-12;;KW KICKPLATE 5.625H 12ft TXPT;;;;;
KW-KP001-6 GLBK;KW-KP001-6;;KW KICKPLATE 5.625H 6ft GLBK;;;;;
KW-KP001-6 TXPT;KW-KP001-6;;KW KICKPLATE 5.625H 6ft TXPT;;;;;
KW-KP001-8 TXPT;KW-KP001-8;;KW KICKPLATE 5.625H 8ft TXPT;;;;;
KW-KP001-SC GLBK;KW-KP001-SC;;KW KICKPLATE 5.625H SEAM COVER GLBK;;;;;
KW-KP001-SC TXPT;KW-KP001-SC;;KW KICKPLATE 5.625H SEAM COVER TXPT;;;;;
KW-KP003-12-V GLBK;KW-KP003-12-V;;KW KICKPLATE 3.625H VENTED 12ft GLBK;;;;;
KW-KP003-12-V TXPT;KW-KP003-12-V;;KW KICKPLATE 3.625H VENTED 12ft TXPT;;;;;
KW-KP003-2DR-V GLBK;KW-KP003-2DR-V;;KW KICKPLATE 3.625H VENTED 2DR GLBK;;;;;
KW-KP003-2DR-V TXPT;KW-KP003-2DR-V;;KW KICKPLATE 3.625H VENTED 2DR TXPT;;;;;
KW-KP003-3DR-V GLBK;KW-KP003-3DR-V;;KW KICKPLATE 3.625H VENTED 3DR GLBK;;;;;
KW-KP003-3DR-V TXPT;KW-KP003-3DR-V;;KW KICKPLATE 3.625H VENTED 3DR TXPT;;;;;
KW-KP003-4DR-V GLBK;KW-KP003-4DR-V;;KW KICKPLATE 3.625H VENTED 4DR GLBK;;;;;
KW-KP003-4DR-V TXPT;KW-KP003-4DR-V;;KW KICKPLATE 3.625H VENTED 4DR TXPT;;;;;
KW-KP003-5DR-V GLBK;KW-KP003-5DR-V;;KW KICKPLATE 3.625H VENTED 5DR GLBK;;;;;
KW-KP003-5DR-V TXPT;KWKP003-5DR-V;;KW KICKPLATE 3.625H VENTED 5DR TXPT;;;;;
KW-KP003-8-V GLBK;KW-KP003-8-V;;KW KICKPLATE 3.625H VENTED 8ft GLBK;;;;;
KW-KP003-8-V SS;KW-KP003-8-V SS;;KW KICKPLATE 3.625H VENTED 8ft SS;;;;;
KW-KP003-8-V TXPT;KW-KP003-8-V;;KW KICKPLATE 3.625H VENTED 8ft TXPT;;;;;
KW-KP003-SC GLBK;KW-KP003-SC;;KW KICKPLATE 3.625H SEAM COVER GLBK;;;;;
KW-KP003-SC SS;KW-KP003-SC SS;;KW KICKPLATE 3.625H SEAM COVER SS;;;;;
KW-KP003-SC TXPT;KW-KP003-SC;;KW KICKPLATE 3.625H SEAM COVER TXPT;;;;;
KW-KP004-2DR TXPT;KW-KP004-2DR;;KW KICKPLATE L SHAPE 9H 2DR TXPT;;;;;
KW-KP004-3DR TXPT;KW-KP004-3DR;;KW KICKPLATE L SHAPE 9H 3DR TXPT;;;;;
KW-KP004-SC TXPT;KW-KP004-SC;;KW KICKPLATE L-SHAPE 9H SEAM COVER TXPT;;;;;
KW-KP007-4 GLBK;KW-KP007-4;;KW KICKPLATE L SHAPE 5.5625H 4ft GLBK;;;;;
KW-KP007-4 TXPT;KW-KP007-4;;KW KICKPLATE L SHAPE 5.5625H 4ft TXPT;;;;;
KW-KP007-6 GLBK;KW-KP007-6;;KW KICKPLATE L SHAPE 5.5625H 6ft GLBK;;;;;
KW-KP007-6 TXPT;KW-KP007-6;;KW KICKPLATE L SHAPE 5.5625H 6ft TXPT;;;;;
KW-KP007-SC GLBK;KW-KP007-SC;;KW KICKPLATE L SHAPE 5.5625H SEAM COVER GLBK;;;;;
KW-KP007-SC TXPT;KW-KP007-SC;;KW KICKPLATE L SHAPE 5.5625H SEAM COVER TXPT;;;;;
KW-RT003-4 GLBK;KW-RT003-4;;KW HONEYCOMB RETAINER 4ft GLBK;;;;;
KW-RT005-4 GLBK;KW-RT005-4;;KW HONEYCOMB RETAINER 4ft GLBK;;;;;
KW-RW001-12 TXPT;KW-RW001-12;;KW RACEWAY 2.125H 12ft TXPT;;;;;
KW-RW001-2DR TXPT;KW-RW001-2DR;;KW RACEWAY 2.125H 2DR TXPT;;;;;
KW-RW001-3DR TXPT;KW-RW001-3DR;;KW RACEWAY 2.125H 3DR TXPT;;;;;
KW-RW001-4DR TXPT;KW-RW001-4DR;;KW RACEWAY 2.125H 4DR TXPT;;;;;
KW-RW001-5DR TXPT;KW-RW001-5DR;;KW RACEWAY 2.125H 5DR TXPT;;;;;
KW-RW001-8 TXPT;KW-RW001-8;;KW RACEWAY 2.125H 8ft TXPT;;;;;
KW-SC001-12 GLBK;KW-SC001-12;;KW RUBRAIL 2.625H 12ft GLBK;;;;;
KW-SC001-12 SS;KW-SC001-12 SS;;KW RUBRAIL 2.625H 12ft SS;;;;;
KW-SC001-8 GLBK;KW-SC001-8;;KW RUBRAIL 2.625H 8ft GLBK;;;;;
KW-SC001-8 SS;KW-SC001-8 SS;;KW RUBRAIL 2.625H 8ft SS;;;;;
KW-SC001-SC GLBK;KW-SC001-SC;;KW RUBRAIL 2.625H SEAM COVER GLBK;;;;;
KW-SC001-SC SS;KW-SC001-SC SS;;KW RUBRAIL 2.625H SEAM COVER SS;;;;;
KW-SHF002;KW-SHF002;;SHELF FRAME 12D X 48W;;;;;
KW-SHF003;KW-SHF003;;SHELF FRAME 14D X 48W;;;;;
KW-SHF005;KW-SHF005;;SHELF FRAME 16D X 48W;;;;;
KW-SHF007;KW-SHF007;;SHELF FRAME 18D X 48W;;;;;
KW-SHF008;KW-SHF008;;SHELF FRAME 20D X 36W;;;;;
KW-SHF009;KW-SHF009;;SHELF FRAME 20D X 48W;;;;;
KW-SHF009 SS;KW-SHF009 SS;;SHELF FRAME 20D X 48W SS;;;;;
KW-SHF011;KW-SHF011;;SHELF FRAME 22D X 36W;;;;;
KW-SHF012;KW-SHF012;;SHELF FRAME 22D X 48W;;;;;
KW-SHF012 SS;KW-SHF012 SS;;SHELF FRAME 22D X 48W SS;;;;;
KW-SHF017;KW-SHF017;;SHELF FRAME 22D X 29.875W;;;;;
KW-SHF019;KW-SHF019;;SHELF FRAME 27D X 29.875W;;;;;
KW-SHF022 SS;KW-SHF022 SS;;SHELF FRAME 24D X 48W SS;;;;;
KW-SHF028;KW-SHF028;;SHELF FRAME 26D X 48W;;;;;
KW001 BK;;;"KW 1"" SQ RUBBER PLUG HOLE BUTTON, BLACK";;;;;
KW003;;;KW PLASTIC RUBRAIL SUPPORT 96in;;;;;
KW012 GLBK;KW012;;KW LH KICKPLATE CLOSE OFF 2.625H GLBK;;;;;
KW012 SS;KW012 SS;;KW LH KICKPLATE CLOSE OFF 2.625H SS;;;;;
KW012 TXPT;KW012;;KW LH KICKPLATE CLOSE OFF 2.625H TXPT;;;;;
KW013 GLBK;KW013;;KW RH KICKPLATE CLOSE OFF 2.625H GLBK;;;;;
KW013 SS;KW013 SS;;KW RH KICKPLATE CLOSE OFF 2.625H SS;;;;;
KW013 TXPT;KW013;;KW RH KICKPLATE CLOSE OFF 2.625H TXPT;;;;;
KW014 GLBK;KW014;;KW TOP DUCT 144in GLBK;;;;;
